matricule;prenom;nom;date_naissance;parcours;niveau;UE1;UE2;UE3;UE5;UE6;UE7;UE8;UE1_credit;UE2_credit;UE3_credit;UE5_credit;UE6_credit;UE7_credit;UE8_credit;UE1_nom;UE2_nom;UE3_nom;UE5_nom;UE6_nom;UE7_nom;UE8_nom
20234266;Marie;Martin;22/03/2001;INFIRMIER GENERAL;PACES;15.76;13.81;14.76;12.81;14.81;15.81;13.76;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234267;Pierre;Durant;30/11/1999;SAGE-FEMME;L1;11.81;12.76;13.0;14.81;15.76;13.81;12.81;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234268;Sophie;Leroy;18/07/2002;SAGE-FEMME;L1;14.81;15.81;13.0;12.76;14.76;16.81;15.76;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234269;Lucas;Moreau;10/09/2000;KINESITHERAPIE;L1;13.76;14.81;15.76;11.81;12.81;14.76;13.81;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234270;Emma;Petit;05/12/2001;KINESITHERAPIE;L1;15.81;16.76;14.5;13.76;15.76;13.81;14.76;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234271;Thomas;Roux;20/08/1999;INFIRMIER GENERAL;PACES;12.76;13.81;14.5;15.76;11.81;12.81;13.76;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234272;Chloé;Simon;14/02/2002;INFIRMIER GENERAL;PACES;14.76;15.81;13.76;12.81;14.81;15.76;16.81;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234273;Nicolas;Girard;30/06/2000;SAGE-FEMME;L1;13.81;12.76;14.76;15.81;16.76;14.81;13.76;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234274;Camille;Laurent;25/10/2001;KINESITHERAPIE;L1;15.76;14.576;13.154;12.76;13.76;15.81;14.879;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234275;Jean;Dupont;15/05/2000;INFIRMIER GENERAL;PACES;12.82;14.580;13.155;11.77;15.82;16.77;14.885;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234276;Marie;Martin;22/03/2001;INFIRMIER GENERAL;PACES;15.77;13.82;14.77;12.82;14.82;15.82;13.77;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234277;Pierre;Durant;30/11/1999;SAGE-FEMME;L1;11.82;12.77;13.0;14.82;15.77;13.82;12.82;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234278;Sophie;Leroy;18/07/2002;SAGE-FEMME;L1;14.82;15.82;13.0;12.77;14.77;16.82;15.77;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234279;Lucas;Moreau;10/09/2000;KINESITHERAPIE;L1;13.77;14.82;15.77;11.82;12.82;14.77;13.82;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234280;Emma;Petit;05/12/2001;KINESITHERAPIE;L1;15.82;16.77;14.5;13.77;15.77;13.82;14.77;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234281;Thomas;Roux;20/08/1999;INFIRMIER GENERAL;PACES;12.77;13.82;14.5;15.77;11.82;12.82;13.77;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234282;Chloé;Simon;14/02/2002;INFIRMIER GENERAL;PACES;14.77;15.82;13.77;12.82;14.82;15.77;16.82;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234283;Nicolas;Girard;30/06/2000;SAGE-FEMME;L1;13.82;12.77;14.77;15.82;16.77;14.82;13.77;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234284;Camille;Laurent;25/10/2001;KINESITHERAPIE;L1;15.77;14.575;13.155;12.77;13.77;15.82;14.880;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234285;Jean;Dupont;15/05/2000;INFIRMIER GENERAL;PACES;12.83;14.579;13.156;11.78;15.83;16.78;14.886;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234286;Marie;Martin;22/03/2001;INFIRMIER GENERAL;PACES;15.78;13.83;14.78;12.83;14.83;15.83;13.78;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234287;Pierre;Durant;30/11/1999;SAGE-FEMME;L1;11.83;12.78;13.0;14.83;15.78;13.83;12.83;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234288;Sophie;Leroy;18/07/2002;SAGE-FEMME;L1;14.83;15.83;13.0;12.78;14.78;16.83;15.78;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234289;Lucas;Moreau;10/09/2000;KINESITHERAPIE;L1;13.78;14.83;15.78;11.83;12.83;14.78;13.83;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234290;Emma;Petit;05/12/2001;KINESITHERAPIE;L1;15.83;16.78;14.5;13.78;15.78;13.83;14.78;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234291;Thomas;Roux;20/08/1999;INFIRMIER GENERAL;PACES;12.78;13.83;14.5;15.78;11.83;12.83;13.78;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234292;Chloé;Simon;14/02/2002;INFIRMIER GENERAL;PACES;14.78;15.83;13.78;12.83;14.83;15.78;16.83;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234293;Jean;Dupont;15/05/2000;INFIRMIER GENERAL;PACES;12.79;14.74;13.79;11.74;15.79;16.74;14.79;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234294;Marie;Martin;22/03/2001;INFIRMIER GENERAL;PACES;15.74;13.79;14.74;12.79;14.79;15.79;13.74;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234295;Pierre;Durant;30/11/1999;SAGE-FEMME;L1;11.79;12.74;13.0;14.79;15.74;13.79;12.79;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234296;Sophie;Leroy;18/07/2002;SAGE-FEMME;L1;14.79;15.79;13.0;12.74;14.74;16.79;15.74;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234297;Lucas;Moreau;10/09/2000;KINESITHERAPIE;L1;13.74;14.79;15.74;11.79;12.79;14.74;13.79;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234298;Emma;Petit;05/12/2001;KINESITHERAPIE;L1;15.79;16.74;14.5;13.74;15.74;13.79;14.74;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234299;Thomas;Roux;20/08/1999;INFIRMIER GENERAL;PACES;12.74;13.79;14.5;15.74;11.79;12.79;13.74;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234300;Chloé;Simon;14/02/2002;INFIRMIER GENERAL;PACES;14.74;15.79;13.74;12.79;14.79;15.74;16.79;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234301;Nicolas;Girard;30/06/2000;SAGE-FEMME;L1;13.79;12.74;14.74;15.79;16.74;14.79;13.74;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234302;Camille;Laurent;25/10/2001;KINESITHERAPIE;L1;15.74;14.587;13.153;12.74;13.74;15.79;14.888;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234303;Jean;Dupont;15/05/2000;INFIRMIER GENERAL;PACES;12.80;14.591;13.154;11.75;15.80;16.75;14.894;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234304;Marie;Martin;22/03/2001;INFIRMIER GENERAL;PACES;15.75;13.80;14.75;12.80;14.80;15.80;13.75;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234305;Pierre;Durant;30/11/1999;SAGE-FEMME;L1;11.80;12.75;13.0;14.80;15.75;13.80;12.80;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234306;Sophie;Leroy;18/07/2002;SAGE-FEMME;L1;14.80;15.80;13.0;12.75;14.75;16.80;15.75;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234307;Lucas;Moreau;10/09/2000;KINESITHERAPIE;L1;13.75;14.80;15.75;11.80;12.80;14.75;13.80;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234308;Emma;Petit;05/12/2001;KINESITHERAPIE;L1;15.80;16.75;14.5;13.75;15.75;13.80;14.75;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234309;Thomas;Roux;20/08/1999;INFIRMIER GENERAL;PACES;12.75;13.80;14.5;15.75;11.80;12.80;13.75;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234310;Chloé;Simon;14/02/2002;INFIRMIER GENERAL;PACES;14.75;15.80;13.75;12.80;14.80;15.75;16.80;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234311;Nicolas;Girard;30/06/2000;SAGE-FEMME;L1;13.80;12.75;14.75;15.80;16.75;14.80;13.75;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234312;Camille;Laurent;25/10/2001;KINESITHERAPIE;L1;15.75;14.586;13.154;12.75;13.75;15.80;14.889;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234313;Jean;Dupont;15/05/2000;INFIRMIER GENERAL;PACES;12.81;14.590;13.155;11.76;15.81;16.76;14.895;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234314;Marie;Martin;22/03/2001;INFIRMIER GENERAL;PACES;15.76;13.81;14.76;12.81;14.81;15.81;13.76;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234315;Pierre;Durant;30/11/1999;SAGE-FEMME;L1;11.81;12.76;13.0;14.81;15.76;13.81;12.81;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234316;Sophie;Leroy;18/07/2002;SAGE-FEMME;L1;14.81;15.81;13.0;12.76;14.76;16.81;15.76;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234317;Lucas;Moreau;10/09/2000;KINESITHERAPIE;L1;13.76;14.81;15.76;11.81;12.81;14.76;13.81;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234318;Emma;Petit;05/12/2001;KINESITHERAPIE;L1;15.81;16.76;14.5;13.76;15.76;13.81;14.76;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234319;Thomas;Roux;20/08/1999;INFIRMIER GENERAL;PACES;12.76;13.81;14.5;15.76;11.81;12.81;13.76;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234320;Chloé;Simon;14/02/2002;INFIRMIER GENERAL;PACES;14.76;15.81;13.76;12.81;14.81;15.76;16.81;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234321;Nicolas;Girard;30/06/2000;SAGE-FEMME;L1;13.81;12.76;14.76;15.81;16.76;14.81;13.76;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234322;Camille;Laurent;25/10/2001;KINESITHERAPIE;L1;15.76;14.585;13.155;12.76;13.76;15.81;14.890;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234323;Jean;Dupont;15/05/2000;INFIRMIER GENERAL;PACES;12.82;14.589;13.156;11.77;15.82;16.77;14.896;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234324;Marie;Martin;22/03/2001;INFIRMIER GENERAL;PACES;15.77;13.82;14.77;12.82;14.82;15.82;13.77;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234325;Pierre;Durant;30/11/1999;SAGE-FEMME;L1;11.82;12.77;13.0;14.82;15.77;13.82;12.82;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234326;Sophie;Leroy;18/07/2002;SAGE-FEMME;L1;14.82;15.82;13.0;12.77;14.77;16.82;15.77;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234327;Lucas;Moreau;10/09/2000;KINESITHERAPIE;L1;13.77;14.82;15.77;11.82;12.82;14.77;13.82;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234328;Emma;Petit;05/12/2001;KINESITHERAPIE;L1;15.82;16.77;14.5;13.77;15.77;13.82;14.77;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234329;Thomas;Roux;20/08/1999;INFIRMIER GENERAL;PACES;12.77;13.82;14.5;15.77;11.82;12.82;13.77;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
20234330;Chloé;Simon;14/02/2002;INFIRMIER GENERAL;PACES;14.77;15.82;13.77;12.82;14.82;15.77;16.82;8;9;6;14;6;4;8;STRUCTURE ET FONCTIONS DES BIOMOLECULES;BIOLOGIE CELLULAIRE ET TISSUS;PHYSIOLOGIE;ANATOMIE;FRANCAIS MEDICAL;PHARMACOLOGIE : INITIATION A LA CONNAISSANCE DU MEDICAMENT;SPECIFIQUE
